38f5f666-dbe0-aa00-c888-26ffb1f54302,AfterSteps,organization,company,https://www.crunchbase.com/organization/aftersteps?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aftersteps.com,http://www.aftersteps.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397189679/e55c867a70154d2750ac85f0db111ea0.jpg",http://www.facebook.com/AfterStepsCo,http://twitter.com/AfterStepsCo,,,New York,New York,USA,AfterSteps is an online platform for users to save and retrieve their legal and personal information.
6d9446e8-2546-8fdc-83bb-4ed6371f7878,AgileLaw,organization,company,https://www.crunchbase.com/organization/agilelaw?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,agilelaw.com,http://www.agilelaw.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397181813/4ea3efb4e0347723e40314504e2095c4.jpg",http://www.facebook.com/agilelaw,http://twitter.com/agilelaw,http://www.linkedin.com/company/agilelaw,,Austin,Texas,USA,AgileLaw provides cloud-based mobile solutions enabling lawyers to have paperless depositions.
372fae42-fe24-f424-56c0-e4f7c0d29d81,Ampulse,organization,company,https://www.crunchbase.com/organization/ampulse?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ampulse.com,http://www.ampulse.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397186274/a104896487dad3de983cfd13bdef8593.gif",https://www.facebook.com/314498662070008,http://twitter.com/nxthemes,,,Golden,Colorado,USA,Ampulse is a developer and manufacturer of solar cell solutions based on proprietary and c-Si thin-film technology.
15a53d02-ecfd-b181-d932-7df3740aafff,Align Matters,organization,company,https://www.crunchbase.com/organization/align-matters?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,alignmatters.com,http://alignmatters.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1477629750/bzvmoighmecjxnap7sgd.png",,,,,Los Angeles,California,USA,"Align Matters provides solutions for cybersecurity management, legal management, and legal project management."
e487e344-8629-719d-46eb-104186438945,AdviseHub,organization,company,https://www.crunchbase.com/organization/advice-hub?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,advisehub.com,http://advisehub.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1405549523/o7jao5ett6e0oaq08icj.png",http://www.facebook.com/ImmiAdviseHub,http://twitter.com/advise_hub,http://www.linkedin.com/company/advisehub,,Sunnyvale,California,USA,AdviseHub is a legal marketplace that connects clients with lawyers.
0582162e-6171-3051-438b-71fbcfcaa104,Advocatalog,organization,company,https://www.crunchbase.com/organization/advocatalog?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,advocatalog.com,http://www.advocatalog.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/awyfqdr2vjuw1i07bl6j",,https://twitter.com/Advocatalog,,,Barcelona,Catalonia,ESP,Advocatalog is a online resource for consumers to research and find a lawyer.
4e8c5bfb-35a8-e0b3-fb2b-0b25384af062,AI Patents,organization,company,https://www.crunchbase.com/organization/ai-patents?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aipatents.com,http://www.aipatents.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397192332/ad398c58fd6f8bd7022d45159ae1b410.png",,http://twitter.com/aipatents,http://www.linkedin.com/company/2838408,,Raleigh,North Carolina,USA,AI Patents has developed a conceptual patent search engine that allows users to efficiently retrieve highly relevant patent information.
5cb77fef-6cba-8911-d097-4088c9346c4b,AirHelp,organization,company,https://www.crunchbase.com/organization/airhelp?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,airhelp.com,http://www.airhelp.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397186604/d69b8c839351dff7843c444f0ed5b827.png",http://www.facebook.com/Airhelp,http://twitter.com/theairhelper,http://www.linkedin.com/company/airhelp,,New York,New York,USA,"AirHelp helps air passengers get compensation from airlines when their flight gets canceled, delayed, or overbooked."
06e22a74-a875-56e4-8a63-fa37b7e6f822,AlgoValue,organization,company,https://www.crunchbase.com/organization/algovalue?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,algovalue.com,http://www.algovalue.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397188862/bed13a7faf9cacb111a57222d2c9bb77.jpg",http://www.facebook.com/Algovalue,http://twitter.com/AlgoValue,https://www.linkedin.com/company/algovalue/,,Atlanta,Georgia,USA,AlgoValue is a technology company providing cloud-based software to facilitate the valuation of equity securities of private companies.
046b9d9f-ede0-cd1c-330e-5341ba44b5a6,AppealTrack,organization,company,https://www.crunchbase.com/organization/appealtrack?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,appealtrack.com,http://www.AppealTrack.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464877563/ltm7pvhdg8tzkdqn3emu.png",https://www.facebook.com/appealtrack,https://twitter.com/AppealTrack,https://www.linkedin.com/company/appealtrack,,Indianapolis,Indiana,USA,AppealTrack develops software for property tax appeal management.
