AfterIGo, http://www.afterigo.com/, {'status': '0'}
Ampulse, https://ampulse.com, {'status': '1'}
ASCAPPE, https://ascappe.com, {'status': '1'}
Align Matters, https://alignmatters.com, {'status': '0'}
Arbiclaims, https://Arbiclaims.com, {'status': '2'}
AdviseHub, https://advisehub.com, {'status': '1'}
Advocatalog, http://www.advocatalog.com/, {'status': '1'}
AlgoValue, https://www.algovalue.com, {'status': '0'}
Arrest SOS, http://arrestsos.com, {'status': '1'}
Audvi, https://audvi.com, {'status': '0'}
Avvo, https://www.avvo.com/, {'status': '0'}
Bitproof, https://bitproof.io, {'status': '0'}
Bluetree Legal Connect, http://www.bluetreelegal.com, {'status': '0'}
Briefed, http://www.briefedlawyer.co.uk/, {'status': '0'}
Caldeco, https://calde.co, {'status': '1'}
CapMail, https://capmail.eu, {'status': '0'}
Blackletter, https://blackletter.io, {'status': '0'}
Business Integrity, https://www.business-integrity.com, {'status': '1'}
CaseHub, https://casehub.co, {'status': '1'}
Caselinq, https://www.caselinq.com, {'status': '0'}
CaseRails, http://www.caserails.com, {'status': '1'}
Claim Kit, https://www.claimkit.com, {'status': '2'}
ClearContract, http://www.clearcontract.com/, {'status': '1'}
CliXLEX, https://clixlex.com, {'status': '2'}
contnu, https://contnu.com, {'status': '1'}
Contract Cloud, http://web.contractcloudinc.com/, {'status': '0'}
ContratosApp, http://www.contratosapp.com/, {'status': '0'}
coparently, https://coparently.com, {'status': '0'}
counselytics, http://www.counselytics.com/, {'status': '2'}
CourtReader, https://courtreader.co.il, {'status': '0'}
Credit Swarm, http://creditswarm.herokuapp.com/, {'status': '1'}
Crowdfunding Compliance Center, https://cfcomply.com, {'status': '0'}
CrowdLaw, https://congress.crowd.law, {'status': '0'}
DATY, https://daty.cz, {'status': '2'}
Dealcircle, https://dealcircle.co, {'status': '0'}
DealSheet, http://www.dealsheet.com/, {'status': '1'}
Depot Services, Inc., https://legallogs.com, {'status': '2'}
LegalRisk.io, https://www.legalrisk.co.uk, {'status': '0'}
Derecho24, https://derecho24.cl, {'status': '0'}
DiligenceEngine, https://diligenceengine.com/, {'status': '2'}
DocNav, https://docnavapp.com, {'status': '1'}
DraftLaw, https://draftlaw.com, {'status': '1'}
EasyDataMaps, https://easydatamaps.com/, {'status': '2'}
EasyNDA, https://easynda.com, {'status': '0'}
Effective decision, , {'status': '0'}
ExpertBids, https://expertbids.com, {'status': '0'}
EzVsa, https://app.ezvsa.com, {'status': '1'}
Firmex, http://www.firmex.com/, {'status': '0'}
Firmzen, https://firmzen.com, {'status': '1'}
Foundee, https://foundee.com, {'status': '0'}
Forced Labour Abolition Group (FLAG), http://flag-justice.org, {'status': '0'}
GPSOX, https://gpsox.com, {'status': '1'}
Gracular, https://gracular.com, {'status': '0'}
Hoip, https://hoip.me, {'status': '1'}
Hubbard One, http://www.legalcurrent.com/tag/hubbard-one/, {'status': '2'}
Esq.me, https://esqmelaw.com/, {'status': '0'}
iNation, https://ination.io, {'status': '2'}
Indexed IO, https://indexed.io, {'status': '0'}
Inkdit, https://inkdit.com, {'status': '1'}
InLaw.Me, http://www.inlaw.me/, {'status': '1'}
Inolyst, https://inolyst.com, {'status': '0'}
IP Shark, https://ipshark.com, {'status': '0'}
Ipselex, https://ipselex.com, {'status': '1'}
Law Mixer, https://lawmixer.com, {'status': '1'}
JammedUp, http://www.jammedup.com/, {'status': '1'}
Juridicus, https://juridicus.fi, {'status': '0'}
JustiServ, http://justiserv.myinstapage.com/, {'status': '1'}
Kabuk Law, https://www.kabuklaw.com, {'status': '1'}
Kinso, http://www.kinso.ca/, {'status': '0'}
Last5, https://last5.co, {'status': '1'}
Lateral.ly, https://laterally.com/landing, {'status': '0'}
LAWfone on Demand, https://lawfone.com, {'status': '1'}
Lawful.ly, http://lawful.ly, {'status': '1'}
Lawger, https://lawger.com/, {'status': '0'}
LawGo Inc., https://www.lawgo.co, {'status': '0'}
LawKick, https://LawKick.com, {'status': '2'}
Lawpolis, http://www.lawpolis.com/, {'status': '1'}
LawVisors, http://lawvisors.com, {'status': '0'}
Lawyerfy, https://lawyerfy.com, {'status': '1'}
LawyerMatch, https://lawyermatch.me, {'status': '0'}
LawyerUp, https://www.lawyerup.com, {'status': '0'}
Legal Chrome, https://patent-chrome.com, {'status': '1'}
Legal Flow, https://legalflow.pro, {'status': '0'}
Legal Hero, https://legalhero.com, {'status': '0'}
Legal Simplicity, https://legalsimplicity.co/, {'status': '1'}
LegalInc Corporate Services, https://legalinc.com, {'status': '0'}
LEGALIX, https://legalix.com, {'status': '0'}
Legalshine, http://www.legalshinehq.com/, {'status': '1'}
Legify, https://www.legify.com, {'status': '1'}
Lex Machina, https://lexmachina.com/, {'status': '0'}
Lexiqual, http://lexiqual.com, {'status': '0'}
ModusP, https://modusp.com, {'status': '1'}
LegalLogs, https://www.legallogs.com, {'status': '0'}
Lexvisors, https://lexvisors.com, {'status': '1'}
Lig Technologies Ltd, https://lig-it.com, {'status': '1'}
LiveOffice LLC, http://www.liveoffice.com, {'status': '0'}
Lucolo, https://lucolo.com, {'status': '0'}
Lexicata, https://lexicata.com/, {'status': '2'}
matterBase, http://www.matterbase.com/, {'status': '1'}
MBLOK, https://mblok.ca, {'status': '1'}
MyCourthouse, http://www.mycourthouse.com/, {'status': '1'}
MyLawBid, http://www.mylawbid.com/, {'status': '0'}
MyLegalCoverage, Inc. (MLC), http://www.mylegalcoverage.com/, {'status': '1'}
NOTARY 4 ROTARY, http://%20www.notary4rotary.com/, {'status': '0'}
Openlegal, https://openlegal.co, {'status': '0'}
PasteLaw, https://pastelaw.com, {'status': '1'}
RecordLogix, http://recordlogix.com, {'status': '1'}
Ratchet Technology, http://lawratchet.com, {'status': '1'}
phraseup*, https://phraseup.com, {'status': '1'}
plainlegal, http://www.plainlegal.com.au, {'status': '0'}
PactSafe, https://pactsafe.com/, {'status': '0'}
Quicklysign, https://quicklysign.com, {'status': '0'}
RION Corp., https://rioncorp.com, {'status': '1'}
RiverGlass, Inc., http://www.riverglassinc.com, {'status': '2'}
Rnovo, https://rnovo.cl, {'status': '0'}
RocketMatter, https://www.rocketmatter.com/, {'status': '0'}
RSVP Law, http://rsvplaw.com/, {'status': '2'}
Mystacks, Inc., https://www.lawyaw.com, {'status': '2'}
Snap Law, https://snaplaw.co/, {'status': '0'}
Snapterms, http://snapterms.com, {'status': '1'}
Speedy Counsel, http://www.speedycounsel.com/, {'status': '1'}
Shortsaleopedia, http://shortsaleopedia.com/, {'status': '0'}
SubroFlash, https://subroflash.com, {'status': '1'}
SupportPay, http://supportpay.com/, {'status': '0'}
Task Central, http://www.taskcentral.com.au/, {'status': '0'}
Ticket Warrior, https://ticketwarrior.me, {'status': '1'}
TermSheet.io, https://termsheet.io, {'status': '1'}
Terminis, https://terminis.com, {'status': '0'}
TenderScout, http://www.tenderscout.com/, {'status': '2'}
VisaEase, https://visaease.com, {'status': '1'}
Vindula, https://vindula.com, {'status': '1'}
VentureDocs, https://venturedocs.com/, {'status': '0'}
VaultSwap, https://VaultSwap.com, {'status': '1'}
Tyche, https://www.tycherisk.co/, {'status': '0'}
ZipCourt, https://zipcourt.com, {'status': '1'}
accreditation.io, http://accreditation.io, {'status': '1'}
Access Family Law, https://www.accessfamilylaw.com/, {'status': '0'}
Excellara, https://www.linkedin.com/company/excellara, {'status': '1'}
Writora, , {'status': '1'}
Willow, https://startwillow.com, {'status': '1'}
